ID,weekend_nights,week_nights,room_type,board_type,n_adults,n_less_12,n_more_12,booked_tour,n_requests,lead_time,purchase_type,n_p_cacellation,n_p_not_cacellation,repeated,price,date,is_canceled
INN24388,0,2,Room_Type 1,,2,0,0,0,0,122.0,Online,0,0,0,146.9,05/06/2018,True
INN26870,0,1,Room_Type 5,,2,0,0,0,0,218.0,,0,0,0,270.0,10/11/2018,True
INN04471,2,3,Room_Type 1,half board,2,0,0,0,2,298.0,Online,0,0,0,103.38,10/13/2018,False
INN03578,2,3,Room_Type 1,,1,0,0,0,0,431.0,,0,0,0,90.0,10/14/2018,False
INN16463,0,2,Room_Type 4,,2,0,0,0,1,78.0,Online,0,0,0,169.4,09/09/2018,False
INN35845,0,3,Room_Type 1,half board,2,0,0,0,2,16.0,Online,0,0,0,144.0,9/22/2017,False
INN32740,0,2,Room_Type 1,breakfast,2,0,0,0,1,26.0,Online,0,0,0,203.15,09/09/2018,False
INN34569,0,1,Room_Type 1,half board,2,0,0,0,0,105.0,Online,0,0,0,94.15,4/14/2018,True
INN22600,2,2,Room_Type 5,,2,0,0,0,0,71.0,,0,0,0,124.65,3/25/2018,True
INN16431,1,2,Room_Type 1,,2,0,0,0,0,366.0,Offline,0,0,0,109.0,11/04/2018,True
INN28823,0,1,Room_Type 4,half board,1,0,0,0,0,2.0,Online,0,0,0,126.0,2/26/2018,False
INN00185,1,5,Room_Type 1,half board,2,0,0,0,0,236.0,Online,0,0,0,119.45,8/22/2018,True
INN18103,1,0,Room_Type 1,half board,2,0,0,0,0,22.0,Offline,0,0,0,100.0,12/11/2018,False
INN04072,1,3,Room_Type 1,half board,2,0,0,0,1,86.0,Online,0,0,0,139.85,5/30/2018,False
INN28510,1,0,Room_Type 1,half board,2,0,0,0,0,50.0,Online,0,0,0,146.9,5/16/2018,True
INN06310,0,3,Room_Type 2,,2,0,0,0,1,48.0,Online,0,0,0,97.55,1/14/2018,False
INN01494,0,3,Room_Type 1,half board,2,0,0,0,0,32.0,Online,0,0,0,131.35,6/14/2018,False
INN02683,0,2,Room_Type 1,half board,1,0,0,0,1,164.0,Online,0,0,0,110.9,8/26/2018,False
INN02850,1,2,Room_Type 1,breakfast,2,0,0,0,1,46.0,Online,0,0,0,190.1,09/09/2018,True
INN29862,0,1,Room_Type 1,half board,2,0,0,0,1,44.0,Online,0,0,0,116.3,10/20/2017,False
INN13349,1,1,Room_Type 1,,2,0,0,0,0,72.0,Offline,0,0,0,85.0,9/21/2017,True
INN16564,1,2,Room_Type 1,,2,0,0,0,1,276.0,,0,0,0,,09/02/2018,False
INN03179,2,3,Room_Type 1,half board,2,0,0,0,5,56.0,Online,0,0,0,88.07,11/18/2018,False
INN17435,0,3,Room_Type 1,half board,1,0,0,0,0,86.0,Offline,0,0,0,140.0,6/14/2018,False
INN19063,0,4,Room_Type 6,half board,2,0,2,0,1,76.0,Online,0,0,0,187.45,4/13/2018,True
INN32025,0,2,Room_Type 1,half board,2,0,0,0,0,294.0,Offline,0,0,0,95.0,6/17/2018,True
INN28467,2,3,Room_Type 1,half board,2,0,0,0,1,76.0,Online,0,0,0,119.79,4/24/2018,False
INN23759,0,1,Room_Type 1,half board,1,0,0,0,0,8.0,Corporate,0,0,0,99.0,07/12/2018,False
INN01955,0,5,Room_Type 1,,2,0,0,0,0,23.0,,0,0,0,,2/23/2018,False
INN33512,0,5,Room_Type 4,,2,0,0,0,0,50.0,,0,0,0,,3/15/2018,False
INN24581,1,2,Room_Type 1,full board,2,0,0,0,0,293.0,Online,0,0,0,100.7,12/30/2018,True
INN34684,2,2,Room_Type 6,half board,2,2,0,0,0,266.0,Online,0,0,0,207.0,07/02/2018,True
INN05014,0,1,Room_Type 1,half board,1,0,0,0,0,3.0,Corporate,0,1,1,85.0,03/02/2018,False
INN30113,0,2,Room_Type 1,half board,2,0,0,0,0,10.0,Offline,0,0,0,115.0,05/12/2018,False
INN27641,0,2,Room_Type 1,breakfast,2,0,0,0,0,47.0,Offline,0,0,0,121.5,8/14/2017,False
INN28593,0,2,Room_Type 1,breakfast,2,0,0,0,1,192.0,Offline,0,0,0,135.0,9/13/2018,True
INN21157,2,1,Room_Type 1,breakfast,2,0,0,1,0,112.0,Online,0,0,0,190.1,05/08/2018,False
INN22773,0,3,Room_Type 4,,2,0,0,0,0,2.0,Offline,0,0,0,127.0,10/25/2018,False
INN07525,2,5,Room_Type 1,half board,2,0,0,0,1,148.0,Online,0,0,0,90.73,4/30/2018,False
INN01074,2,2,Room_Type 4,half board,3,0,0,0,0,20.0,Online,0,0,0,200.5,7/16/2018,True
INN20909,0,2,Room_Type 1,breakfast,2,0,0,0,0,89.0,Offline,0,0,0,129.0,9/18/2017,False
INN26914,0,2,Room_Type 1,,2,0,0,0,0,123.0,,0,0,0,,10/16/2017,True
INN04902,1,0,Room_Type 1,half board,1,0,0,1,0,16.0,Online,0,0,0,116.0,12/05/2018,False
INN03385,1,0,Room_Type 1,full board,2,0,0,0,0,0.0,Online,0,0,0,79.04,08/01/2018,False
INN18555,1,2,Room_Type 1,,2,0,0,0,1,,,0,0,0,,5/16/2018,False
INN08346,0,1,Room_Type 1,half board,2,0,0,0,0,100.0,Offline,0,0,0,132.8,09/01/2018,False
INN17867,0,1,Room_Type 1,,1,0,0,0,0,0.0,,3,22,1,87.0,12/13/2018,False
INN00563,2,5,Room_Type 4,half board,3,0,0,0,3,221.0,Online,0,0,0,150.05,08/03/2018,False
INN30238,0,1,Room_Type 1,,1,0,0,0,0,12.0,Corporate,0,2,1,86.0,02/04/2018,False
INN05193,1,2,Room_Type 1,,1,0,0,0,0,29.0,Online,0,0,0,140.0,06/06/2018,False
INN30101,0,2,Room_Type 1,full board,1,0,0,0,0,18.0,Online,0,0,0,159.0,9/15/2018,False
INN09606,2,1,Room_Type 1,half board,2,0,0,0,1,111.0,Offline,0,0,0,100.75,6/26/2018,False
INN12488,0,3,Room_Type 1,half board,2,0,0,0,0,125.0,Online,0,0,0,122.3,4/28/2018,True
INN18878,0,1,Room_Type 1,full board,2,0,0,0,1,42.0,Online,0,0,0,99.2,11/22/2018,False
INN15553,0,1,Room_Type 1,half board,1,0,0,0,0,119.0,Corporate,0,0,0,101.0,2/19/2018,False
INN16663,1,3,Room_Type 4,half board,2,0,0,0,1,32.0,Online,0,0,0,171.0,5/19/2018,False
INN27955,1,2,Room_Type 1,breakfast,2,0,0,0,0,502.0,Offline,0,0,0,127.0,9/26/2018,True
INN09316,0,1,Room_Type 1,half board,2,0,0,0,1,2.0,Online,0,0,0,171.0,08/04/2018,False
INN00550,0,4,Room_Type 1,,2,0,0,0,0,111.0,,0,0,0,,10/07/2017,False
INN11492,0,1,Room_Type 1,full board,2,1,0,0,1,20.0,Online,0,0,0,132.81,8/24/2018,False
INN28178,1,1,Room_Type 1,,1,0,0,0,0,102.0,,0,0,0,,12/03/2018,False
INN13735,1,3,Room_Type 1,full board,1,0,0,0,1,64.0,Online,0,0,0,101.7,3/17/2018,False
INN08797,1,0,Room_Type 1,half board,1,0,0,0,0,92.0,Offline,0,0,0,140.0,10/10/2018,True
INN26806,0,2,Room_Type 1,half board,1,0,0,0,0,197.0,Offline,0,0,0,120.0,10/02/2017,False
INN15152,2,5,Room_Type 1,half board,2,0,0,0,0,135.0,Offline,0,0,0,92.25,07/06/2018,True
INN30455,2,6,Room_Type 4,,3,0,0,0,0,170.0,Online,0,0,0,159.95,8/17/2018,True
INN03495,0,2,Room_Type 4,half board,2,0,0,0,1,8.0,Online,0,0,0,144.0,3/17/2018,False
INN34533,2,8,Room_Type 1,half board,1,0,0,0,0,54.0,Online,0,0,0,115.74,11/01/2018,True
INN26425,0,3,Room_Type 1,half board,1,0,0,0,0,45.0,Offline,0,0,0,115.0,10/13/2018,False
INN23597,0,4,Room_Type 1,,2,0,1,0,2,9.0,Online,0,0,0,131.0,2/23/2018,False
INN12109,1,2,Room_Type 1,half board,2,0,0,0,0,6.0,Offline,0,0,0,110.0,10/19/2017,False
INN06709,2,4,Room_Type 4,half board,3,0,0,0,1,72.0,Online,0,0,0,157.7,7/24/2018,False
INN13348,0,3,Room_Type 4,half board,2,0,0,0,1,76.0,Online,0,0,0,169.4,09/08/2018,False
INN35267,0,2,Room_Type 1,half board,1,0,1,0,1,95.0,Offline,0,0,0,180.78,12/30/2018,False
INN14297,0,2,Room_Type 4,half board,2,0,0,0,2,174.0,Online,0,0,0,143.3,8/17/2018,False
INN23121,0,2,Room_Type 1,half board,2,0,0,0,0,0.0,Complementary,0,0,0,20.0,08/11/2017,False
INN28486,0,1,Room_Type 1,half board,1,0,0,0,0,6.0,Online,0,0,0,20.0,10/21/2017,False
INN02381,1,2,Room_Type 1,full board,2,0,0,0,2,16.0,Online,0,0,0,160.0,10/17/2018,False
INN03129,0,3,Room_Type 1,half board,1,0,0,0,0,236.0,Online,0,0,0,105.5,7/20/2018,True
INN10242,1,2,Room_Type 1,,2,0,0,0,1,281.0,,0,0,0,,09/05/2018,False
INN09688,0,2,Room_Type 1,breakfast,2,0,0,0,0,89.0,Offline,0,0,0,129.0,9/18/2017,False
INN35860,1,2,Room_Type 1,full board,2,0,0,0,0,11.0,Online,0,0,0,98.0,12/16/2018,False
INN03318,0,3,Room_Type 1,full board,2,0,0,0,0,45.0,Online,0,0,0,108.0,12/08/2018,False
INN24509,1,1,Room_Type 1,breakfast,2,0,0,0,1,362.0,Offline,0,0,0,135.0,7/30/2018,True
INN13715,0,4,Room_Type 1,,2,0,0,0,2,147.0,Online,0,0,0,114.35,05/11/2018,False
INN20752,0,1,Room_Type 1,,2,0,0,0,0,4.0,,0,0,0,95.0,12/26/2017,False
INN31053,0,1,Room_Type 1,full board,2,0,0,0,1,6.0,Online,0,0,0,159.0,8/27/2018,False
INN05767,0,1,Room_Type 4,,1,0,0,0,0,5.0,Corporate,0,0,0,114.0,11/08/2018,False
INN27093,0,3,Room_Type 1,half board,2,0,0,0,1,40.0,Online,0,0,0,104.57,02/10/2018,False
INN26511,0,1,Room_Type 1,half board,1,0,0,0,0,3.0,Corporate,0,0,0,85.0,12/02/2017,False
INN22227,0,4,Room_Type 2,,2,0,0,0,1,184.0,Online,0,0,0,103.83,6/29/2018,False
INN21163,2,2,Room_Type 1,half board,1,0,0,0,0,4.0,Corporate,4,45,1,85.0,9/18/2018,False
INN02248,2,5,Room_Type 4,,2,0,0,0,1,356.0,Online,0,0,0,124.4,7/24/2018,False
INN16118,2,2,Room_Type 1,half board,2,0,0,0,0,123.0,Offline,0,0,0,78.0,3/25/2018,True
INN02036,1,0,Room_Type 1,full board,2,0,0,0,0,2.0,Online,0,0,0,119.0,4/18/2018,False
INN23122,1,2,Room_Type 1,,2,0,0,0,0,38.0,Offline,0,0,0,100.0,12/28/2017,False
INN28900,1,2,Room_Type 1,,2,0,0,0,3,95.0,,0,0,0,116.3,4/15/2018,False
INN04278,2,3,Room_Type 1,,2,0,0,0,1,88.0,,0,0,0,139.85,05/12/2018,False
INN19261,2,4,Room_Type 6,half board,2,1,1,0,1,274.0,Online,0,0,0,156.19,12/29/2018,True
INN23261,1,1,Room_Type 1,full board,2,0,0,0,0,57.0,Online,0,0,0,136.1,5/21/2018,True
INN21222,2,3,Room_Type 1,half board,2,0,0,0,0,0.0,Offline,0,0,0,100.75,04/10/2018,False
INN02529,2,0,Room_Type 1,,2,0,0,0,1,23.0,Online,0,0,0,120.0,2/21/2018,False
INN32062,1,3,Room_Type 1,full board,2,0,0,0,1,98.0,Online,0,0,0,123.5,6/30/2018,False
INN29799,0,2,Room_Type 4,,2,0,0,0,1,3.0,,0,0,0,,10/04/2018,False
INN04484,0,4,Room_Type 1,full board,2,0,0,0,0,212.0,Online,0,0,0,69.58,8/25/2017,True
INN14535,1,3,Room_Type 1,breakfast,2,0,0,0,3,274.0,Online,0,0,0,143.25,10/20/2018,False
INN30626,4,7,Room_Type 4,half board,2,0,0,0,1,147.0,Online,0,0,0,107.58,7/23/2018,False
INN12978,0,4,Room_Type 1,full board,2,0,0,0,0,80.0,Online,0,0,0,140.6,8/31/2018,False
INN01646,1,1,Room_Type 1,half board,1,0,0,0,3,5.0,Online,0,0,0,148.0,8/17/2017,False
INN20307,0,3,Room_Type 1,half board,1,0,0,0,0,136.0,Corporate,0,0,0,120.0,5/31/2018,True
INN16672,1,0,Room_Type 1,half board,1,0,0,0,2,4.0,Online,0,0,0,165.0,09/12/2018,False
INN28336,1,1,Room_Type 1,breakfast,2,0,0,0,1,297.0,Offline,0,0,0,135.0,06/06/2018,True
INN09173,0,1,Room_Type 6,half board,2,1,1,0,0,92.0,Online,0,0,0,227.9,8/13/2018,True
INN12717,1,3,Room_Type 2,half board,2,0,0,0,1,123.0,Online,0,0,0,97.78,4/14/2018,False
INN13453,2,4,Room_Type 1,full board,2,0,0,0,2,6.0,Online,0,0,0,126.21,11/10/2018,False
INN36187,0,4,Room_Type 4,half board,2,0,0,0,1,70.0,Online,0,0,0,92.69,11/02/2018,False
INN12664,0,4,Room_Type 1,full board,2,0,0,0,0,0.0,Online,0,0,0,79.94,11/16/2018,False
INN28717,2,1,Room_Type 1,,2,0,0,0,1,47.0,Online,0,0,0,146.0,10/02/2018,False
INN11168,4,15,Room_Type 1,half board,1,0,0,0,1,111.0,Online,0,0,0,83.75,12/01/2017,True
INN09127,2,2,Room_Type 4,,2,1,0,0,0,93.0,,0,0,0,167.6,8/26/2018,True
INN26606,2,4,Room_Type 1,half board,1,0,0,0,0,36.0,Online,0,0,0,93.42,2/20/2018,True
INN28766,0,4,Room_Type 1,,1,0,0,0,3,16.0,,0,0,0,71.05,12/13/2018,False
INN19507,1,4,Room_Type 7,half board,2,0,0,0,0,228.0,Offline,0,0,0,130.0,6/22/2018,True
INN18544,2,6,Room_Type 1,half board,2,0,1,0,1,183.0,Online,0,0,0,134.43,12/27/2018,True
INN28907,1,4,Room_Type 4,half board,3,0,0,0,2,130.0,Online,0,0,0,158.55,07/06/2018,False
INN09363,1,2,Room_Type 6,,2,2,0,1,1,179.0,Online,0,0,0,215.3,08/12/2018,False
INN18664,2,1,Room_Type 1,half board,1,0,0,0,0,140.0,Offline,0,0,0,96.0,2/28/2018,False
INN20225,1,3,Room_Type 1,half board,2,0,1,0,1,100.0,Online,0,0,0,155.9,08/01/2018,False
INN22013,1,3,Room_Type 1,,2,0,0,0,1,,,0,0,0,,11/07/2018,False
INN28244,0,2,Room_Type 4,half board,3,0,0,0,1,170.0,Online,0,0,0,183.8,9/23/2018,False
INN11462,2,3,Room_Type 1,half board,2,0,1,1,2,203.0,Online,0,0,0,154.52,8/14/2018,True
INN13041,0,1,Room_Type 6,half board,2,0,2,0,0,158.0,Online,0,0,0,197.3,7/15/2018,False
INN36262,2,4,Room_Type 1,half board,1,0,0,0,0,294.0,Offline,0,0,0,130.0,07/06/2018,True
INN36265,0,2,Room_Type 4,half board,2,0,0,0,0,225.0,Online,0,0,0,125.3,07/08/2018,True
INN06732,2,4,Room_Type 1,half board,2,0,0,0,1,50.0,Online,0,0,0,106.07,01/07/2018,False
INN12550,0,3,Room_Type 1,,3,0,0,0,1,,,0,0,0,,06/02/2018,True
INN20825,0,2,Room_Type 1,half board,1,0,0,0,1,72.0,Online,0,0,0,82.18,10/09/2017,False
INN28638,2,3,Room_Type 1,full board,2,0,0,0,0,68.0,Online,0,0,0,85.75,03/05/2018,True
INN26315,2,1,Room_Type 1,,1,0,0,0,0,264.0,Offline,0,0,0,148.0,9/17/2018,True
INN07874,1,3,Room_Type 2,half board,2,0,0,0,0,424.0,Online,0,0,0,93.74,12/29/2018,True
INN25365,0,1,Room_Type 1,,2,0,0,1,1,10.0,,0,0,0,122.0,1/27/2018,False
INN22352,0,3,Room_Type 4,half board,3,0,0,0,0,120.0,Online,0,0,0,163.7,7/21/2018,True
INN01273,0,3,Room_Type 4,,3,0,0,0,2,15.0,,0,0,0,,07/07/2018,False
INN07161,6,14,Room_Type 1,,2,0,0,0,1,8.0,Online,0,0,0,107.7,01/10/2018,False
INN06891,0,3,Room_Type 1,,1,0,0,0,0,86.0,Offline,0,0,0,140.0,6/14/2018,False
INN26483,0,1,Room_Type 1,half board,2,0,0,0,2,81.0,Online,0,0,0,92.25,11/13/2017,False
INN26047,0,1,Room_Type 1,half board,2,0,0,0,1,0.0,Online,0,0,0,118.0,08/08/2017,False
INN32041,2,7,Room_Type 1,,2,0,0,0,0,,,0,0,0,,8/26/2018,True
INN22527,0,1,Room_Type 1,half board,2,0,0,0,0,5.0,Offline,0,0,0,92.8,2/13/2018,False
INN08064,2,2,Room_Type 1,half board,1,0,0,0,0,140.0,Offline,0,0,0,96.0,2/28/2018,False
INN34700,0,1,Room_Type 4,half board,1,0,0,0,1,2.0,Online,0,0,0,175.0,10/20/2017,False
INN25807,1,0,Room_Type 1,full board,2,0,0,0,3,54.0,Online,0,0,0,145.1,9/18/2018,False
INN09278,0,2,Room_Type 1,half board,2,0,0,0,2,261.0,Online,0,0,0,146.9,9/15/2018,True
INN17138,0,2,Room_Type 1,,1,0,0,0,1,22.0,,0,0,0,,02/09/2018,False
INN04144,2,5,Room_Type 4,half board,3,0,0,0,0,87.0,Online,0,0,0,146.64,10/31/2018,True
INN30610,0,1,Room_Type 1,,1,0,0,0,1,11.0,,0,0,0,,3/17/2018,False
INN15356,0,1,Room_Type 4,half board,3,0,0,0,0,83.0,Online,0,0,0,170.3,07/02/2018,True
INN35726,0,2,Room_Type 4,half board,3,0,0,0,0,245.0,Online,0,0,0,161.3,10/07/2018,True
INN01121,2,3,Room_Type 1,half board,2,0,0,0,1,21.0,Online,0,0,0,110.0,8/27/2017,True
INN33414,1,2,Room_Type 1,half board,2,0,0,0,1,33.0,Online,0,0,0,171.0,8/22/2018,False
INN21477,0,3,Room_Type 5,half board,2,0,0,0,0,41.0,Online,0,0,0,173.0,10/06/2018,False
INN32984,0,2,Room_Type 1,half board,2,0,0,0,0,147.0,Offline,0,0,0,105.0,4/15/2018,False
INN16685,1,1,Room_Type 1,half board,1,0,0,0,0,54.0,Online,0,0,0,92.9,1/23/2018,True
INN28080,2,3,Room_Type 4,half board,2,0,0,0,2,144.0,Online,0,0,0,112.87,8/18/2018,False
INN20446,0,1,Room_Type 1,,2,0,0,0,0,5.0,Online,0,0,0,108.0,12/01/2018,False
INN03192,2,1,Room_Type 4,half board,2,0,0,0,0,142.0,Online,0,0,0,115.7,4/16/2018,False
INN13206,0,2,Room_Type 4,half board,3,0,0,0,2,6.0,Online,0,0,0,186.5,12/02/2018,False
INN22472,1,1,Room_Type 4,half board,1,0,0,0,1,39.0,Online,0,0,0,156.0,10/24/2017,False
INN19368,0,3,Room_Type 1,half board,2,0,0,0,0,256.0,Offline,0,0,0,150.0,06/07/2018,True
INN00270,0,2,Room_Type 1,half board,2,0,0,0,0,147.0,Offline,0,0,0,105.0,4/15/2018,False
INN20769,0,2,Room_Type 1,half board,2,0,0,0,0,213.0,Offline,0,0,0,120.0,06/03/2018,True
INN01647,0,2,Room_Type 1,,2,0,0,0,0,328.0,Online,0,0,0,129.0,7/17/2017,True
INN17670,2,1,Room_Type 4,half board,3,0,0,0,1,131.0,Offline,0,0,0,141.21,08/06/2018,False
INN29474,0,3,Room_Type 1,,2,0,0,0,1,92.0,,0,0,0,100.75,5/17/2018,False
INN35778,0,3,Room_Type 4,half board,2,0,0,0,1,53.0,Offline,0,0,0,80.0,11/11/2017,False
INN06851,2,1,Room_Type 1,breakfast,2,0,0,0,0,166.0,Online,0,0,0,114.5,8/22/2017,True
INN20901,1,2,Room_Type 1,,2,1,0,0,1,208.0,Offline,0,0,0,385.0,7/25/2018,True
INN29054,0,4,Room_Type 1,,2,0,0,0,1,152.0,,0,0,0,,05/04/2018,False
INN16426,2,3,Room_Type 1,half board,1,0,0,0,0,5.0,Online,0,0,0,112.4,10/11/2017,False
INN34432,0,1,Room_Type 1,half board,1,0,0,0,1,11.0,Online,0,0,0,106.0,02/10/2018,False
INN00914,0,1,Room_Type 1,,1,0,0,0,0,23.0,Offline,0,0,0,95.0,11/02/2018,False
INN18724,2,4,Room_Type 1,,1,0,0,0,0,294.0,Offline,0,0,0,130.0,07/06/2018,True
INN00585,2,5,Room_Type 1,half board,2,0,0,0,2,126.0,Online,0,0,0,139.85,06/11/2018,False
INN22819,0,3,Room_Type 1,half board,2,0,0,0,1,88.0,Offline,0,0,0,76.38,3/24/2018,False
INN15020,0,4,Room_Type 1,full board,2,0,0,0,0,22.0,Online,0,0,0,99.0,3/15/2018,True
INN27989,2,2,Room_Type 1,,2,0,0,0,2,222.0,,0,0,0,90.03,07/08/2018,False
INN35598,2,2,Room_Type 1,half board,2,0,0,0,0,33.0,Offline,0,0,0,107.0,03/06/2018,False
INN06557,1,0,Room_Type 1,full board,1,0,0,0,1,2.0,Online,0,0,0,123.18,10/09/2018,False
INN23131,0,1,Room_Type 1,half board,1,0,0,0,0,3.0,Offline,0,0,0,129.65,10/13/2018,False
INN17128,0,4,Room_Type 1,,2,0,1,0,1,98.0,,0,0,0,172.55,12/07/2018,False
INN30665,1,3,Room_Type 4,half board,2,0,0,0,0,144.0,Online,0,0,0,145.55,8/15/2018,False
INN10810,0,3,Room_Type 1,half board,2,0,0,0,0,365.0,Offline,0,0,0,109.0,11/03/2018,True
INN11216,2,5,Room_Type 1,,2,0,0,0,1,,,0,0,0,,8/23/2018,False
INN05351,1,2,Room_Type 4,half board,2,0,0,0,2,119.0,Online,0,0,0,160.4,08/08/2018,False
INN01645,1,0,Room_Type 1,full board,2,0,0,0,0,249.0,Offline,0,0,0,83.75,08/08/2018,False
INN14498,0,1,Room_Type 1,,2,0,0,0,1,50.0,,0,0,0,85.0,12/27/2018,False
INN16853,2,2,Room_Type 1,,2,0,0,0,1,278.0,Online,0,0,0,110.95,8/21/2018,False
INN14882,1,1,Room_Type 1,full board,2,0,0,0,2,14.0,Online,0,0,0,110.0,11/19/2018,False
INN07460,0,2,Room_Type 1,,2,0,0,0,1,40.0,Online,0,0,0,109.1,8/30/2018,False
INN28627,1,2,Room_Type 1,half board,2,0,0,0,2,35.0,Online,0,0,0,116.3,11/06/2017,False
INN04490,0,4,Room_Type 1,half board,2,0,0,0,1,23.0,Online,0,0,0,109.89,12/06/2018,False
INN22140,0,2,Room_Type 1,half board,1,0,0,0,2,40.0,Online,0,0,0,105.5,9/16/2017,False
INN28168,1,2,Room_Type 1,half board,2,0,0,0,1,136.0,Online,0,0,0,125.3,05/02/2018,False
INN23032,1,5,Room_Type 1,,2,0,0,0,0,102.0,Offline,0,0,0,92.76,04/11/2018,False
INN31784,1,0,Room_Type 1,half board,1,0,0,0,0,12.0,Online,0,0,0,154.0,8/21/2018,False
INN26459,1,2,Room_Type 1,,2,0,0,1,2,15.0,Online,0,0,0,148.0,08/01/2018,False
INN04777,0,2,Room_Type 1,half board,2,0,0,0,0,36.0,Offline,0,0,0,160.0,06/02/2018,False
INN00017,1,0,Room_Type 1,half board,1,0,0,0,0,0.0,Offline,0,0,0,116.0,10/05/2017,False
INN05216,1,2,Room_Type 4,half board,2,0,0,0,0,185.0,Offline,0,0,0,110.95,5/20/2018,False
INN26225,1,3,Room_Type 1,,2,0,0,0,1,102.0,Offline,0,0,0,105.0,10/06/2018,False
INN34730,0,2,Room_Type 1,breakfast,2,0,0,0,0,287.0,Offline,0,0,0,132.2,6/15/2018,True
INN11912,0,3,Room_Type 1,breakfast,1,0,0,0,0,41.0,Offline,0,0,0,197.33,9/23/2017,False
INN24834,0,2,Room_Type 1,,2,0,0,0,0,135.0,Offline,0,0,0,120.0,06/02/2018,False
INN19055,0,1,Room_Type 1,half board,1,0,0,0,0,2.0,Corporate,0,0,0,115.0,09/06/2018,False
INN02815,1,3,Room_Type 4,,3,0,0,0,2,18.0,,0,0,0,168.5,04/07/2018,False
INN03476,1,4,Room_Type 1,half board,2,0,0,1,1,100.0,Online,0,0,0,96.5,08/05/2017,False
INN22529,1,1,Room_Type 1,,2,0,0,0,0,330.0,Offline,0,0,0,82.8,06/04/2018,True
INN07916,2,1,Room_Type 1,,2,0,0,0,2,220.0,,0,0,0,100.1,10/29/2018,True
INN33129,1,1,Room_Type 1,breakfast,2,0,0,0,1,362.0,Offline,0,0,0,135.0,7/30/2018,True
INN24660,2,4,Room_Type 1,,2,0,0,0,1,42.0,,0,0,0,,2/13/2018,False
INN35869,0,2,Room_Type 1,breakfast,2,0,0,0,0,89.0,Offline,0,0,0,121.5,9/18/2017,False
INN08902,0,3,Room_Type 1,full board,2,0,0,0,1,147.0,Online,0,0,0,123.5,5/17/2018,False
INN10678,2,3,Room_Type 1,full board,2,0,0,0,2,57.0,Online,0,0,0,99.0,10/02/2018,False
INN10545,1,0,Room_Type 1,,1,0,0,0,0,8.0,Online,3,1,1,106.0,02/01/2018,False
INN02551,0,2,Room_Type 1,breakfast,2,0,0,0,0,350.0,Online,0,0,0,135.0,8/19/2018,True
INN29723,0,3,Room_Type 1,,2,0,0,0,0,256.0,,0,0,0,,06/07/2018,True
INN05304,0,2,Room_Type 2,half board,0,2,0,0,1,40.0,Online,0,0,0,26.0,01/06/2018,False
INN27618,1,0,Room_Type 1,,2,0,0,0,0,23.0,Online,0,0,0,109.0,09/12/2018,False
INN32406,2,4,Room_Type 1,half board,1,0,0,0,0,294.0,Offline,0,0,0,130.0,07/06/2018,True
INN34653,1,1,Room_Type 6,half board,2,0,0,0,0,16.0,Online,0,0,0,173.0,8/24/2017,True
INN29422,0,2,Room_Type 1,full board,2,0,0,0,1,64.0,Online,0,0,0,98.35,07/01/2018,False
INN23504,0,1,Room_Type 1,,2,0,0,0,0,4.0,,0,0,0,85.0,10/08/2017,False
INN34866,2,2,Room_Type 1,,2,0,0,0,1,18.0,Online,0,0,0,149.0,8/20/2018,False
INN34511,0,1,Room_Type 6,,2,1,0,0,2,53.0,Online,0,0,0,209.9,07/09/2018,False
INN24371,1,2,Room_Type 1,half board,2,1,0,0,0,222.0,Online,0,0,0,127.1,11/04/2018,True
INN23803,0,1,Room_Type 1,breakfast,2,0,1,0,1,221.0,Online,0,0,0,184.25,8/17/2018,True
INN33494,1,0,Room_Type 1,full board,2,0,0,0,1,12.0,Online,0,0,0,159.0,08/08/2018,False
INN35857,1,2,Room_Type 1,,2,0,0,0,0,94.0,,0,0,0,,3/25/2018,True
INN03926,0,1,Room_Type 4,half board,2,0,0,0,2,75.0,Online,0,0,0,122.6,12/07/2018,False
INN25806,0,2,Room_Type 1,full board,2,0,0,0,1,155.0,Online,0,0,0,114.5,05/12/2018,False
INN05307,2,4,Room_Type 1,,2,0,0,0,0,316.0,Online,0,0,0,120.3,9/29/2018,True
INN08257,0,1,Room_Type 1,full board,2,0,0,0,2,35.0,Online,0,0,0,159.0,09/09/2018,False
INN25819,1,2,Room_Type 1,,2,0,0,0,1,,,0,0,0,,9/18/2017,False
INN25920,2,0,Room_Type 1,,2,0,0,0,0,15.0,,0,0,0,,10/04/2017,False
INN29949,0,1,Room_Type 1,half board,1,0,0,0,0,11.0,Corporate,0,0,0,85.0,12/10/2017,False
INN06250,1,1,Room_Type 1,,2,0,0,0,1,102.0,,0,0,0,,06/04/2018,False
INN13487,1,4,Room_Type 1,,2,0,0,0,1,118.0,,0,0,0,110.0,11/02/2018,False
INN11193,1,0,Room_Type 1,half board,1,0,0,0,0,5.0,Corporate,0,1,1,85.0,5/23/2018,False
INN23590,0,1,Room_Type 4,half board,3,0,0,0,2,72.0,Online,0,0,0,172.1,07/09/2018,False
INN07838,2,2,Room_Type 1,,2,0,0,0,1,80.0,,0,0,0,82.18,3/19/2018,False
INN22791,2,3,Room_Type 2,half board,2,0,0,0,0,75.0,Online,0,0,0,85.66,2/18/2018,True
INN32842,2,2,Room_Type 4,half board,3,0,0,0,0,111.0,Online,0,0,0,157.7,7/17/2018,True
